Ticker,Date,Headline,Article,Type
AMZN,12032018,Amazon briefly edges out Apple for most valuable company ,SAN FRANCISCO Amazon.com briefly became the most valuable company on Wall Street in intraday trade on Monday  days after Microsoft Corp dethroned long-time leader Apple Inc.,topStory
AMZN,12032018,UPDATE 3-Amazon briefly edges out Apple for most valuable company ,SAN FRANCISCO  Dec 3 Amazon.com briefly became the most valuable company on Wall Street in intraday trade on Monday  days after Microsoft Corp dethroned long-time leader Apple Inc.,normal
AMZN,12032018,Amazon.com briefly becomes Wall Street's most valuable company ,SAN FRANCISCO  Dec 3 Amazon.com briefly became the most valuable company on Wall Street in intraday trade on Monday  days after Microsoft Corp dethroned long-time leader Apple.,normal
AMZN,12022018,Amazon tests cashierless tech for stores with bigger spaces: WSJ ,Amazon.com Inc  is testing its cashierless checkout technology for bigger stores with larger spaces and experimenting the technology in Seattle  the Wall Street Journal reported on Sunday.,topStory
AMZN,12022018,Amazon tests cashierless tech for stores with bigger spaces -WSJ ,Dec 2 Amazon.com Inc is testing its cashierless checkout technology for bigger stores with larger spaces and experimenting the technology in Seattle  the Wall Street Journal reported on Sunday.,normal
AMZN,11302018,Amazon to allow Apple Music on its Echo speakers ,Amazon.com Inc said on Friday Apple Music will become available on its Echo smart speakers starting Dec. 17  signaling increasing collaboration between the tech heavyweights.,topStory
AMZN,11302018,Amazon to allow Apple Music on its Echo speakers ,Nov 30 Amazon.com Inc said on Friday Apple Music will become available on its Echo smart speakers starting Dec. 17  signaling increasing collaboration between the tech heavyweights.,normal
AMZN,11302018,Amazon sued for firing black  Latino drivers after background checks ,Amazon.com Inc on Thursday was accused of firing a disproportionate number of black and Latino delivery drivers in Massachusetts after conducting criminal background checks on them.,normal
AMZN,11292018,Amazon's treatment of sellers comes under scrutiny in Germany ,BERLIN Germany's antitrust authority has launched an investigation into whether U.S. ecommerce giant Amazon is exploiting its market dominance in its relations with third-party retailers who use its website as a marketplace. | Video ,topStory
AMZN,11292018,UPDATE 2-PVH falls short of revenue estimates on softness in Calvin Klein ,Nov 29 Apparel maker PVH Corp reported quarterly revenue on Thursday that missed Wall Street estimates for the first time in at least two years  due to weakness in its Calvin Klein business  sending its shares down nearly 8 percent after-hours.,normal
AMZN,11292018,Factbox: Amazon to get billions in breaks for HQ2 development , (The Factbox updated on Nov. 15 corrects to fix total New York City incentive figure to $2.81 billion from $1.525 billion.),normal
AMZN,11292018,Amazon picks New York City  Washington D.C. area for new offices ,SAN FRANCISCO/WASHINGTON Amazon.com Inc  picked America's financial and political capitals for massive new offices on Tuesday  branching out from its home base in Seattle with plans to create more than 25 000 jobs in both New York City and an area just outside Washington  D.C. | Video ,normal
AMZN,11292018,UPDATE 2-Amazon's treatment of sellers comes under scrutiny in Germany ,* German antitrust watchdog receives many complaints from traders,normal
AMZN,11292018,RPT-UPDATE 1-German antitrust watchdog launches probe into Amazon ,BERLIN  Nov 29 Germany's antitrust authority has launched an investigation into whether U.S. ecommerce giant Amazon is exploiting its market dominance in its relations with third-party retailers who use its website as a marketplace.,normal
AMZN,11292018,German antitrust watchdog launches probe into Amazon ,BERLIN  Nov 29 Germany's antitrust authority has launched an investigation into whether U.S. ecommerce giant Amazon is exploiting its market position in its relations with other retailers who use its website at a marketplace.,normal
AMZN,11292018,Amazon's latest gadget: a self-driving toy car for coders ,LAS VEGAS Self-driving cars  meet Amazon's self-driving toys.,normal
AMZN,11282018,Amazon launches machine learning chip  taking on Nvidia  Intel ,Amazon.com on Wednesday launched a microchip aimed at so-called machine learning  entering a market that both Intel Corp and Nvidia Corp are counting on to boost their earnings in the coming years.,topStory
AMZN,11282018,Amazon launches machine learning chip  taking on Nvidia  Intel ,Nov 28 Amazon.com on Wednesday launched a microchip aimed at so-called machine learning  entering a market that both Intel Corp and Nvidia Corp are counting on to boost their earnings in the coming years.,normal
AMZN,11282018,Vandals cause 8 000 barrels of oil to spill in Peruvian Amazon ,LIMA Peru state oil company Petroperu said approximately 8 000 barrels of crude oil had spilled in the Amazon after vandals severed the pipeline and then impeded technicians seeking to repair the damaged pipe.,normal
AMZN,11282018,Vandals cause 8 000 barrels of oil to spill in Peruvian Amazon ,LIMA  Nov 28 Peru state oil company Petroperu said approximately 8 000 barrels of crude oil had spilled in the Amazon after vandals severed the pipeline and then impeded technicians seeking to repair the damaged pipe.,normal
AMZN,11282018,UPDATE 2-LondonMetric sees higher demand for distribution centres ahead of Brexit ,* LondonMetric has seen demand from automotive  healthcare sector,normal
AMZN,11272018,Amazon adds antenna service for satellite data; courts space industry ,LAS VEGAS Amazon.com Inc  said on Tuesday it was starting a new antenna service for uploading and downloading data from satellites  in a bid to lure space industry and other customers to the cloud.,topStory
AMZN,11272018,UPDATE 1-Amazon adds antenna service for satellite data; courts space industry ,LAS VEGAS  Nov 27 Amazon.com Inc said on Tuesday it was starting a new antenna service for uploading and downloading data from satellites  in a bid to lure space industry and other customers to the cloud.,normal
AMZN,11272018,Amazon adds antenna service for satellite data; courts space industry ,LAS VEGAS  Nov 27 Amazon.com Inc on Tuesday said it was starting a new antenna service for uploading and downloading data from satellites  in a bid to lure more space industry customers to the cloud.,normal
AMZN,11272018,Cyber Monday on track for U.S. online shopping record ,Cyber Monday was on track to bring in a record $7.9 billion in U.S. online sales  as millions of shoppers scoured for steep discounts on everything from Lego sets to big-screen TVs. | Video ,normal
AMZN,11272018,Airbnb hires Amazon veteran as CFO ahead of potential IPO ,Home-renting company Airbnb Inc on Monday hired Amazon.com Inc  veteran Dave Stephenson as chief financial officer (CFO)  ahead of a widely anticipated initial public offering next year.,normal
AMZN,11272018,UPDATE 2-Airbnb hires Amazon veteran as CFO ahead of potential IPO ,Nov 26 Home-renting company Airbnb Inc on Monday hired Amazon.com Inc veteran Dave Stephenson as chief financial officer (CFO)  ahead of a widely anticipated initial public offering next year.,normal
AMZN,11272018,UPDATE 6-Cyber Monday on track for U.S. online shopping record ,Nov 26 Cyber Monday was on track to bring in a record $7.9 billion in U.S. online sales  as millions of shoppers scoured for steep discounts on everything from Lego sets to big-screen TVs.,normal
AMZN,11262018,Amazon: Eyes best day in nearly three weeks as Cyber Monday begins ,** E-commerce giant's shares up 2.1 pct premarket at $1533 as Cyber Monday kicks off - set for best day in nearly three weeks if gains hold,topStory
AMZN,11262018,Airbnb hires Amazon veteran as CFO ,Nov 26 Home-renting company Airbnb Inc said on Monday it hired Amazon.com Inc veteran Dave Stephenson as chief financial officer.,normal
AMZN,11232018,Amazon workers strike in Germany  Spain on Black Friday ,BERLIN/MADRID Workers at Amazon logistic centers in Germany and Spain staged strikes on Friday  walking off the job on Black Friday  the discount spending spree that kicks-off the start of the crucial Christmas shopping season.,topStory
AMZN,11232018,Amazon workers strike in Germany  Spain on Black Friday ,BERLIN/MADRID  Nov 23 Workers at Amazon logistic centres in Germany and Spain staged strikes on Friday  walking off the job on Black Friday  the discount spending spree that kicks-off the start of the crucial Christmas shopping season.,normal
AMZN,11232018,Online surge  long lines mark start of Thanksgiving sales ,NEW YORK  Nov 23 U.S. shoppers hit department stores on Thanksgiving evening and spent $1.75 billion online by 5 p.m. ET as a strong economy and rising wages drove a solid start to the holiday selling season.,normal
AMZN,11222018,Amazon re-opens U.S. store to Australian shoppers after backlash ,SYDNEY Amazon.com Inc  said on Thursday it would stop blocking Australians from shopping on its U.S. site after a customer backlash  unwinding a move which has tarnished the e-commerce giant's launch in the world's 12th-largest economy. | Video ,topStory
AMZN,11222018,UPDATE 2-Amazon re-opens U.S. store to Australian shoppers after backlash ,* Amazon says dropped it after customer feedback (Adds quotes from Amazon  customer and eBay  details on tax issue),normal
AMZN,11212018,Amazon stops blocking Australians from its U.S website after backlash ,SYDNEY  Nov 22 Amazon.com Inc said on Thursday it would stop blocking Australians from shopping on its much larger U.S. site after a customer backlash  dumping an unpopular policy the retail giant had said was necessary to comply with Australian tax law.,topStory
AMZN,11212018,Wall St Week Ahead-Investors caught in crossfire of fight for holiday shoppers ,NEW YORK  Nov 21 Investors would normally be thankful for a strong U.S. economy  yet this holiday season they worry retailers may have to spend heavily to win  leaving shareholders with a lump of coal.,normal
AMZN,11212018,Foot Locker shares soar after Air Max boost ,Foot Locker  shares jumped 20 percent on Wednesday after third-quarter results showed shoe sales turning back to growth thanks to a boost from Nike's latest lines  heading off fears it was losing out to Amazon  and other online stores.,normal
AMZN,11212018,Foot Locker shares soar after Air Max boost ,Nov 21 Foot Locker shares jumped 20 percent on Wednesday after third-quarter results showed shoe sales turning back to growth thanks to a boost from Nike's latest lines  heading off fears it was losing out to Amazon and other online stores.,normal
AMZN,11212018,GLOBAL MARKETS-World stocks try to find feet after tech-driven rout ,* World stocks flat after big falls; Wall Street set for bounce,normal
AMZN,11212018,Amazon opens Spanish pop-up store to showcase its wares ,MADRID Amazon on Wednesday opened its first pop-up store in Spain in an old building in one of Madrid's prime shopping districts styled as a house with everything for sale  from electronic goods to video games to clothing.,normal
AMZN,11212018,Amazon opens Spanish pop-up store to showcase its wares ,MADRID  Nov 21 Amazon on Wednesday opened its first pop-up store in Spain in an old building in one of Madrid's prime shopping districts styled as a house with everything for sale  from electronic goods to video games to clothing.,normal
AMZN,11212018,GLOBAL MARKETS-World stocks struggle to find feet after tech-driven rout ,* World stocks flat after big falls; Wall Street set for bounce,normal
AMZN,11202018,Amazon  Blackstone among bidders for 22 Disney sports networks: CNBC ,Amazon.com Inc and private equity firm Blackstone Group are bidding for Walt Disney Co's 22 regional sports networks  including New York-focused Yes Network  CNBC reported on Tuesday  citing sources familiar with the matter.,topStory
